Sets,Seasons_Encoded,GameRoundFases_Encoded,Encoded_Age_Difference_Interval,Encoded_Ranking_Difference_Interval,Encoded_Height_Difference_Interval,TieBreak,Tournament_Encoded,PlayerName_RecentPerformance_Encoded,Oponent_RecentPerformance_Encoded,H2H_Encoded,TimeDifference_Interval_Encoded,Present_Prize,Prize_Intervals_Encoded,PointDiff,Age_Difference
2,2,0,1,0,1,0,4,0,0,0,2,19200.0,0,1,4.0
2,2,0,1,0,1,0,4,0,0,0,1,19200.0,0,1,1.0
2,0,0,1,0,2,1,0,0,0,0,1,162500.0,4,0,2.0
2,0,0,1,2,4,0,4,0,0,0,1,65000.0,3,0,2.0
2,1,0,1,4,4,1,0,0,0,0,1,162500.0,4,0,1.0
3,1,0,1,3,1,0,0,0,0,0,3,162500.0,4,0,2.0
3,1,0,1,4,4,1,0,0,0,0,3,162500.0,4,0,2.0
2,1,0,1,2,4,0,0,0,0,0,1,65000.0,3,0,2.0
3,1,0,1,4,4,0,0,0,0,0,0,65000.0,3,0,0.0
2,1,0,1,1,1,0,0,0,0,0,1,65000.0,3,0,3.0
2,1,0,1,4,1,0,4,0,0,0,1,19500.0,0,1,3.0
3,1,0,1,0,1,0,4,0,0,0,2,19500.0,0,0,2.0
2,1,0,1,0,2,1,4,0,0,0,1,19500.0,0,0,4.0
2,1,0,1,4,2,1,4,0,0,0,2,19500.0,0,0,3.0
2,1,0,1,0,2,0,4,0,0,0,1,19500.0,0,0,3.0
2,2,0,1,4,1,0,2,0,0,0,1,99000.0,3,0,0.0
3,2,0,1,2,4,0,2,0,0,0,0,99000.0,3,1,0.0
3,2,0,1,3,1,1,4,0,0,0,0,66000.0,3,0,3.0
3,2,0,1,1,3,0,0,0,0,0,3,66000.0,3,0,1.0
3,2,0,1,4,1,0,0,0,0,0,1,66000.0,3,0,3.0
3,2,0,1,0,1,0,0,0,0,0,1,66000.0,3,1,1.0
2,1,0,4,2,1,0,0,0,0,0,1,165000.0,4,1,7.0
3,1,0,2,3,1,0,4,0,0,0,1,19800.0,0,0,11.0
2,1,0,1,3,4,1,4,0,0,0,2,19800.0,0,0,1.0
2,1,0,1,0,4,0,4,0,0,0,0,19800.0,0,1,1.0
2,1,0,1,0,4,0,4,0,0,0,2,66000.0,3,0,2.0
3,3,0,1,3,3,0,4,0,0,0,1,19800.0,0,1,0.0
3,3,0,1,3,4,0,4,0,0,0,1,19800.0,0,0,5.0
2,3,0,1,0,4,0,4,0,1,0,1,19800.0,0,1,1.0
3,0,0,2,4,1,1,0,0,0,0,1,47250.0,2,0,15.0
2,0,0,1,3,1,0,0,0,0,0,3,47250.0,2,0,1.0
2,0,0,1,3,1,0,4,0,0,0,1,67500.0,3,1,1.0
2,0,0,4,4,4,1,4,0,0,0,1,67500.0,3,0,6.0
2,2,1,1,2,4,0,2,0,0,0,1,101250.0,4,0,0.0
2,2,0,4,4,4,0,2,0,1,0,1,101250.0,4,0,7.0
3,2,0,1,1,1,1,2,0,0,0,1,101250.0,4,0,2.0
2,2,0,1,4,1,0,4,0,0,0,1,47250.0,2,0,1.0
3,2,0,4,4,1,0,4,0,0,0,1,47250.0,2,1,9.0
2,2,0,1,3,1,0,4,0,0,0,1,47250.0,2,1,1.0
2,2,0,1,3,1,0,4,0,0,0,1,20250.0,1,1,2.0
2,2,1,1,2,1,0,4,0,0,0,1,20250.0,1,1,2.0
2,2,1,1,3,1,0,4,0,0,0,1,20250.0,1,0,3.0
2,2,0,1,2,4,0,4,0,0,0,2,20250.0,1,0,2.0
3,2,0,1,0,4,0,4,0,0,0,3,20250.0,1,0,3.0
2,2,0,1,0,1,0,4,0,0,0,1,20250.0,1,0,3.0
2,2,0,1,0,1,0,4,0,0,0,1,20250.0,1,1,2.0
2,1,2,4,4,4,0,4,0,0,0,1,47250.0,2,0,6.0
2,1,2,1,0,1,0,4,0,0,0,1,47250.0,2,1,0.0
2,1,2,1,2,4,1,4,0,0,0,0,47250.0,2,0,3.0
2,2,0,1,1,1,1,2,0,0,0,2,104250.0,4,0,1.0
2,2,0,1,0,1,1,4,0,0,0,1,20850.0,1,0,4.0
2,1,0,4,3,1,0,4,0,0,0,1,20850.0,1,0,6.0
2,1,0,1,0,1,1,4,0,0,0,1,20850.0,1,0,3.0
2,1,0,1,0,1,0,4,0,0,0,1,20850.0,1,1,5.0
2,1,0,1,3,2,0,4,0,0,0,2,20850.0,1,1,5.0
2,1,0,4,0,1,0,4,0,0,0,1,20850.0,1,1,10.0
3,3,1,4,2,1,0,4,0,0,0,1,21150.0,1,0,10.0
2,3,1,1,3,1,0,4,0,0,0,1,21150.0,1,0,4.0
3,3,0,1,3,1,0,4,0,0,0,0,21150.0,1,0,1.0
2,3,0,4,0,1,0,4,0,0,0,1,21150.0,1,1,7.0
2,3,0,1,2,4,0,4,0,0,0,0,21150.0,1,1,5.0
2,1,0,1,4,4,1,1,0,0,0,0,64450.4,3,0,4.0
3,1,0,1,0,2,0,1,0,0,0,0,64450.4,3,0,2.0
2,1,0,1,1,1,1,1,0,0,0,3,60500.0,3,0,3.0
2,1,0,1,1,1,0,1,0,0,0,0,63000.0,3,1,0.0
2,1,2,1,0,1,0,1,0,0,0,0,63000.0,3,0,2.0
2,1,2,1,1,1,1,1,0,0,0,1,63000.0,3,0,3.0
2,2,0,1,1,4,0,1,0,0,0,0,161126.0,4,0,4.0
2,2,0,1,2,1,1,1,0,0,0,0,161126.0,4,0,2.0
2,1,2,1,2,4,1,4,0,0,0,1,181500.0,4,0,3.0
3,1,2,1,3,2,0,4,0,0,0,1,181500.0,4,0,3.0
3,1,2,1,2,2,1,4,0,0,0,2,181500.0,4,0,2.0
2,3,0,1,0,1,1,4,0,0,0,1,18600.0,0,0,1.0
3,3,0,1,2,1,1,4,0,0,0,2,18600.0,0,0,1.0
3,3,0,1,0,1,0,4,0,0,0,1,18600.0,0,1,2.0
2,3,0,1,2,1,0,4,0,0,0,2,18600.0,0,0,2.0
3,3,0,1,3,4,0,4,0,0,0,1,18600.0,0,0,2.0
3,2,1,1,3,4,1,4,0,0,0,1,12600.0,0,0,2.0
2,2,1,1,3,3,0,4,0,0,0,1,12600.0,0,1,3.0
2,2,0,1,3,3,0,4,0,0,0,3,12600.0,0,0,1.0
2,2,0,1,0,1,0,4,0,0,0,1,12600.0,0,1,2.0
2,2,0,1,2,1,1,4,0,0,0,1,12600.0,0,0,2.0
2,0,0,1,3,2,0,2,0,0,0,1,161126.0,4,0,4.0
2,0,0,1,1,2,0,4,0,0,0,1,96675.6,3,1,5.0
2,2,0,1,0,1,0,0,0,0,0,2,64450.4,3,0,4.0
2,2,1,4,3,4,1,4,0,0,0,1,29750.0,2,0,6.0
2,2,0,1,0,4,0,4,0,0,0,1,29750.0,2,1,2.0
2,2,0,1,0,0,1,4,0,0,0,1,29750.0,2,0,2.0
2,2,0,1,0,1,0,4,0,0,0,1,29750.0,2,1,1.0
2,2,0,1,0,1,0,4,0,0,1,3,29750.0,2,0,5.0
2,2,0,1,0,1,0,4,0,0,0,1,29750.0,2,1,1.0
2,2,0,1,0,4,0,4,0,0,0,2,29750.0,2,1,2.0
2,2,1,1,0,4,1,4,0,0,0,1,29750.0,2,0,1.0
2,2,0,1,0,4,0,4,0,0,0,1,29750.0,2,0,4.0
2,2,0,4,0,4,0,4,0,0,1,0,29750.0,2,1,9.0
2,2,1,1,0,4,0,4,0,0,0,1,29750.0,2,1,3.0
2,2,0,1,0,4,0,4,0,0,1,2,29750.0,2,1,4.0
2,1,0,1,0,1,1,4,0,0,1,3,29750.0,2,0,3.0
2,2,0,1,0,2,0,4,0,0,0,1,29750.0,2,0,1.0
2,1,0,1,4,4,0,4,0,0,0,1,29750.0,2,1,2.0
2,2,1,4,3,1,0,4,0,0,0,1,29750.0,2,1,6.0
2,1,1,1,1,1,0,4,0,0,0,1,29750.0,2,1,3.0
2,1,0,1,0,1,1,4,0,0,1,2,29750.0,2,0,1.0
2,1,0,1,0,1,0,4,0,0,1,1,29750.0,2,1,0.0
2,1,0,4,4,1,1,4,0,0,0,1,29750.0,2,0,9.0
3,1,0,1,2,2,0,4,0,0,1,1,29750.0,2,1,2.0
3,1,0,1,4,4,1,4,0,0,0,1,17850.0,0,0,1.0
2,1,0,1,0,4,0,4,0,0,0,1,17850.0,0,0,3.0
2,1,0,1,0,4,0,4,0,0,0,1,17850.0,0,1,2.0
2,1,2,1,4,4,0,0,0,0,0,2,64450.4,3,0,2.0
2,1,1,1,4,4,1,4,0,0,0,1,29750.0,2,0,1.0
2,0,0,1,1,4,0,0,0,0,0,2,193351.2,4,0,3.0
2,0,2,4,1,4,0,2,0,0,0,2,90750.0,3,0,6.0
2,0,2,1,4,1,0,0,0,0,0,0,181500.0,4,0,4.0
2,0,2,1,0,1,0,0,0,0,0,1,181500.0,4,0,2.0
2,0,2,1,3,1,0,0,0,0,0,1,60500.0,3,1,0.0
3,2,2,2,2,1,0,0,0,0,0,2,181500.0,4,1,13.0
2,0,2,1,2,1,0,0,0,0,0,1,60500.0,3,0,2.0
2,2,0,1,0,1,0,4,0,0,0,1,30250.0,2,1,1.0
2,1,1,4,2,1,0,4,0,0,0,2,30250.0,2,1,9.0
3,1,0,1,0,1,0,4,0,0,0,2,30250.0,2,1,0.0
2,1,0,1,4,4,0,4,0,0,0,3,30250.0,2,0,3.0
2,1,0,1,0,4,0,4,0,0,0,2,30250.0,2,1,3.0
3,1,0,1,2,1,0,4,0,0,0,0,18150.0,0,1,0.0
2,2,0,4,3,1,0,4,0,0,0,1,31000.0,2,1,7.0
2,1,0,1,0,1,0,4,0,0,1,2,18150.0,0,1,1.0
2,2,0,4,0,1,0,4,0,0,0,1,31000.0,2,1,7.0
2,2,0,1,0,1,0,4,0,0,0,1,31000.0,2,1,0.0
2,2,0,1,0,1,0,4,0,0,0,1,31000.0,2,1,0.0
2,2,0,1,0,1,0,4,0,0,0,1,31000.0,2,1,1.0
3,2,0,1,1,1,0,4,0,0,0,0,31000.0,2,0,0.0
2,1,0,1,3,1,0,4,0,0,0,1,31000.0,2,1,3.0
2,1,0,1,2,1,0,4,0,0,0,1,31000.0,2,0,1.0
2,2,0,1,0,4,0,4,0,0,1,1,31000.0,2,0,0.0
3,1,0,1,2,1,0,4,0,0,0,3,31000.0,2,0,5.0
2,1,0,4,3,1,0,4,0,0,0,1,31000.0,2,0,10.0
2,3,0,4,1,1,0,4,0,0,0,1,18600.0,0,1,8.0
2,3,0,1,2,1,1,4,0,0,0,3,18600.0,0,0,0.0
2,3,0,1,2,1,0,4,0,0,0,0,18600.0,0,0,5.0
2,1,1,1,4,4,1,4,0,0,0,1,31000.0,2,0,1.0
3,1,1,1,3,1,0,4,0,0,0,2,31000.0,2,0,1.0
2,2,2,1,0,1,0,1,0,0,0,1,157500.0,4,1,1.0
2,2,0,4,3,2,0,1,0,0,0,0,157500.0,4,0,10.0
2,2,2,1,3,4,0,1,0,0,0,3,157500.0,4,0,0.0
3,2,0,4,3,4,0,1,0,0,0,1,157500.0,4,1,6.0
2,2,0,4,0,1,0,4,0,0,0,1,12600.0,0,0,6.0
2,2,0,1,0,4,0,4,0,0,0,1,12600.0,0,1,0.0
2,1,0,1,2,4,0,4,0,1,0,1,31500.0,2,1,1.0
2,1,2,1,0,4,0,1,0,0,0,2,63000.0,3,1,4.0
2,1,0,1,0,1,0,4,0,0,0,1,12600.0,0,1,2.0
2,0,2,1,3,1,0,0,0,0,0,2,96000.0,3,1,4.0
2,2,0,1,3,1,0,4,0,0,0,3,19200.0,0,0,1.0
2,0,2,1,0,2,0,0,0,0,0,1,96000.0,3,1,0.0
2,1,0,1,3,2,0,4,0,0,0,1,31500.0,2,1,3.0
2,1,0,4,0,2,0,4,0,0,0,3,19200.0,0,0,10.0
2,1,0,1,2,1,1,4,0,0,0,1,19200.0,0,0,2.0
3,1,0,1,0,4,0,4,0,0,1,2,19200.0,0,1,1.0
2,1,0,1,3,1,0,4,0,0,0,1,12800.0,0,1,0.0
2,1,0,4,0,3,0,4,0,0,0,1,12800.0,0,1,6.0
2,1,0,4,2,1,1,4,0,0,0,1,19200.0,0,0,6.0
2,2,0,1,0,1,0,4,0,0,0,1,19200.0,0,1,0.0
3,0,0,1,1,1,0,3,0,0,0,1,4503600.0,5,0,1.0
2,0,2,1,2,1,1,3,0,0,0,3,4503600.0,5,0,1.0
2,0,2,2,0,4,0,2,0,0,0,1,3754819.2,5,1,14.0
2,1,0,4,4,4,0,0,0,0,0,2,193351.2,4,1,7.0
3,0,2,4,3,1,0,2,0,0,0,0,90750.0,3,0,6.0
2,0,2,4,2,4,0,0,0,1,0,2,181500.0,4,1,7.0
2,0,2,2,3,4,1,2,0,0,0,1,90750.0,3,0,11.0
2,0,2,4,2,2,0,0,0,0,0,1,181500.0,4,0,9.0
3,1,0,1,3,4,0,4,0,0,0,3,181500.0,4,0,2.0
2,1,0,1,1,2,0,0,0,0,0,1,126000.0,4,1,4.0
2,1,0,2,4,4,0,0,0,0,0,2,126000.0,4,0,11.0
2,1,0,1,2,4,0,0,0,0,0,1,126000.0,4,0,1.0
3,1,0,1,4,4,0,2,0,0,0,1,63000.0,3,1,5.0
2,1,0,4,1,4,1,1,0,0,0,1,63000.0,3,0,6.0
2,1,0,1,4,2,0,1,0,0,0,1,63000.0,3,1,1.0
2,1,0,1,1,4,0,2,0,0,0,1,94500.0,3,0,3.0
2,1,0,1,4,4,1,2,0,0,0,1,94500.0,3,0,0.0
2,0,0,1,3,4,0,4,0,0,0,1,64000.0,3,0,2.0
2,1,0,1,4,4,0,2,0,0,0,1,64000.0,3,0,2.0
3,3,0,1,0,2,1,4,0,0,0,1,19800.0,0,0,2.0
2,3,0,1,4,4,0,4,0,0,0,1,19800.0,0,1,5.0
2,1,0,4,0,1,0,4,0,0,0,1,181500.0,4,0,6.0
3,1,1,1,1,1,0,4,0,0,0,0,181500.0,4,0,4.0
2,1,0,4,4,4,0,4,0,0,0,3,181500.0,4,0,6.0
3,1,0,1,3,1,1,4,0,0,0,3,181500.0,4,0,1.0
2,1,1,1,1,1,0,4,0,0,0,3,181500.0,4,0,2.0
3,1,0,4,2,1,0,0,1,0,0,2,62000.0,3,1,6.0
2,1,0,1,2,1,1,0,1,0,0,2,62000.0,3,0,4.0
3,1,0,1,2,1,0,2,1,0,0,2,93000.0,3,0,3.0
2,1,0,1,4,1,0,1,1,0,0,1,62000.0,3,1,4.0
2,1,0,1,2,1,0,2,1,0,0,1,93000.0,3,0,3.0
2,1,0,1,2,4,1,2,1,1,0,1,93000.0,3,0,3.0
2,1,0,1,2,4,0,1,1,0,0,1,62000.0,3,1,0.0
2,3,0,4,0,1,0,4,1,0,0,1,12600.0,0,1,7.0
2,1,0,4,2,1,0,1,1,0,0,1,62000.0,3,1,6.0
2,3,0,1,0,1,0,4,1,0,0,2,12600.0,0,0,4.0
2,3,0,1,4,1,0,4,1,0,0,1,12600.0,0,1,2.0
2,3,1,1,1,1,0,4,1,0,0,1,12600.0,0,0,1.0
2,3,1,1,2,1,0,4,1,0,0,0,12600.0,0,0,1.0
2,1,0,1,3,3,0,2,1,1,0,1,63000.0,3,1,3.0
2,1,0,4,2,4,0,1,1,0,0,1,63000.0,3,0,9.0
2,1,0,1,1,2,0,1,1,0,0,2,63000.0,3,0,5.0
3,1,0,1,4,1,0,1,1,0,0,1,63000.0,3,1,3.0
2,0,1,1,4,1,1,0,1,0,0,3,160000.0,4,0,1.0
2,0,0,1,1,1,0,0,1,1,0,1,160000.0,4,0,3.0
2,0,0,1,3,1,0,4,1,0,0,2,64000.0,3,1,5.0
2,0,0,1,4,2,1,4,1,0,0,2,64000.0,3,0,2.0
2,0,0,1,1,1,0,4,1,0,0,2,64000.0,3,1,2.0
2,0,0,4,2,1,0,0,1,1,0,1,160000.0,4,0,7.0
2,0,0,4,1,4,1,0,1,0,0,1,160000.0,4,0,7.0
2,0,1,1,3,4,0,4,1,0,0,1,64000.0,3,0,4.0
3,0,1,1,2,1,0,4,1,0,0,1,64000.0,3,0,0.0
3,1,0,4,2,1,0,4,1,1,0,1,96000.0,3,0,8.0
2,1,0,4,4,1,0,4,1,0,0,1,96000.0,3,0,8.0
2,0,0,4,2,1,1,4,1,1,0,1,64000.0,3,0,8.0
3,0,0,1,4,4,0,4,1,1,0,1,64000.0,3,0,1.0
3,0,0,1,3,4,0,0,1,0,0,1,162500.0,4,0,3.0
3,0,1,1,3,3,1,0,1,0,0,2,162500.0,4,0,1.0
2,0,0,4,3,3,1,0,1,0,0,0,162500.0,4,0,6.0
2,0,0,1,3,4,1,0,1,0,0,1,162500.0,4,0,3.0
2,0,2,1,2,4,1,0,1,0,0,1,162500.0,4,0,4.0
2,0,2,1,0,4,0,0,1,0,0,2,162500.0,4,0,1.0
2,2,1,1,1,4,1,4,1,1,0,2,19500.0,0,0,4.0
2,2,0,4,3,1,0,4,1,0,0,1,19500.0,0,1,9.0
2,2,0,1,3,1,0,4,1,0,0,2,19500.0,0,1,2.0
2,2,0,4,0,1,1,4,1,0,0,2,19500.0,0,0,7.0
2,2,1,1,4,3,0,4,1,0,0,1,19500.0,0,1,1.0
2,2,1,1,0,1,0,4,1,0,0,1,19500.0,0,1,3.0
2,2,0,1,3,4,1,4,1,0,0,2,19500.0,0,0,2.0
2,0,0,1,4,4,1,4,1,0,0,1,66000.0,3,0,2.0
2,2,0,1,4,1,1,2,1,0,0,3,99000.0,3,0,3.0
2,1,0,4,1,1,0,4,1,0,0,1,19800.0,0,0,9.0
2,0,0,1,2,1,1,0,1,0,0,2,157500.0,4,0,4.0
3,0,0,1,3,1,0,0,1,0,0,1,157500.0,4,0,4.0
3,0,0,1,2,1,0,4,1,0,0,1,63000.0,3,0,1.0
2,0,2,1,4,1,0,4,1,0,0,1,63000.0,3,1,1.0
2,0,2,1,3,1,0,4,1,0,0,3,63000.0,3,0,0.0
2,0,1,1,1,1,0,0,0,0,0,1,96000.0,3,1,0.0
3,0,0,4,1,1,1,0,0,1,0,1,96000.0,3,0,9.0
2,0,0,1,2,1,0,0,0,0,0,2,96000.0,3,0,1.0
3,0,0,1,4,1,0,0,0,0,0,2,96000.0,3,1,2.0
2,0,0,1,1,4,0,0,0,0,0,2,160000.0,4,0,0.0
2,1,0,1,3,4,0,4,0,0,0,1,19200.0,0,1,0.0
2,2,0,2,3,1,0,4,0,0,0,1,19800.0,0,0,14.0
2,1,2,1,0,4,0,0,0,0,0,1,65000.0,3,0,3.0
2,1,0,1,3,4,0,4,0,0,0,1,19500.0,0,0,2.0
3,0,0,1,3,1,0,4,0,0,0,1,96675.6,3,0,1.0
2,2,0,1,3,1,1,0,0,0,0,1,64450.4,3,0,3.0
2,2,0,1,2,1,0,1,0,0,1,3,161126.0,4,1,3.0
2,2,1,1,2,1,1,4,0,0,0,0,29750.0,2,0,1.0
2,2,1,1,2,1,0,4,0,0,0,1,29750.0,2,0,3.0
2,2,0,1,4,1,0,4,0,0,0,2,29750.0,2,0,2.0
2,2,0,1,0,1,1,4,0,0,1,2,29750.0,2,0,1.0
3,2,0,1,1,2,0,0,0,0,0,1,64450.4,3,0,5.0
2,0,2,1,1,2,0,4,0,0,0,2,90750.0,3,0,3.0
2,2,2,1,2,2,0,1,0,0,0,1,151250.0,4,1,1.0
3,2,2,1,3,2,0,1,0,0,0,1,151250.0,4,1,4.0
3,1,0,1,0,2,0,4,0,0,0,1,31000.0,2,1,3.0
2,1,0,1,0,2,0,4,0,0,1,1,31000.0,2,1,2.0
2,1,0,1,3,1,1,4,0,0,0,3,31000.0,2,0,1.0
2,1,0,1,3,4,0,4,0,0,0,3,31000.0,2,0,2.0
2,1,0,1,3,1,0,4,0,0,0,2,31000.0,2,1,1.0
2,1,0,1,3,1,0,4,0,0,1,1,31000.0,2,0,1.0
3,1,0,4,3,1,0,4,0,0,0,1,31000.0,2,0,6.0
2,1,0,1,3,4,0,4,0,0,0,1,31500.0,2,1,2.0
2,1,0,1,3,4,0,4,0,0,0,1,31000.0,2,0,4.0
2,1,0,4,3,4,1,4,0,0,0,1,31500.0,2,0,8.0
2,0,2,1,2,4,1,0,0,0,0,1,160000.0,4,0,0.0
2,0,2,4,0,4,1,0,0,0,0,2,160000.0,4,0,7.0
3,0,2,1,0,4,1,0,0,0,0,1,160000.0,4,0,0.0
2,0,2,1,0,4,0,1,0,0,0,1,64000.0,3,0,2.0
2,0,2,1,0,4,0,1,0,0,0,1,64000.0,3,1,0.0
2,0,2,4,3,1,0,0,0,1,0,1,60500.0,3,0,10.0
3,2,2,2,4,1,0,0,0,0,0,2,181500.0,4,1,13.0
3,2,2,1,1,1,0,0,0,0,0,3,181500.0,4,0,4.0
2,2,2,1,2,1,0,0,0,0,0,1,181500.0,4,1,1.0
2,2,2,1,0,1,0,1,0,0,0,1,151250.0,4,0,4.0
3,2,2,2,3,1,0,1,0,0,0,1,151250.0,4,0,11.0
3,3,0,4,3,1,0,4,0,0,0,2,18150.0,0,0,6.0
2,3,0,4,0,1,0,4,0,0,0,3,18150.0,0,1,8.0
2,3,0,1,2,1,0,4,0,0,0,1,18150.0,0,0,4.0
3,3,0,1,2,1,1,4,0,0,0,1,18150.0,0,0,3.0
2,0,1,1,1,2,0,4,0,0,0,0,17850.0,0,0,3.0
3,0,1,1,2,1,0,4,0,0,0,1,17850.0,0,1,0.0
2,0,0,1,0,4,0,4,0,0,0,1,17850.0,0,0,5.0
3,0,0,4,3,1,0,4,0,0,0,1,17850.0,0,1,6.0
3,0,2,1,4,1,1,0,0,0,0,3,181500.0,4,0,0.0
3,0,2,1,3,1,1,0,0,0,0,1,181500.0,4,0,1.0
3,0,2,1,4,1,0,0,0,0,0,1,181500.0,4,0,3.0
2,3,0,1,2,1,0,4,0,0,0,0,18150.0,0,0,0.0
2,3,0,1,4,1,0,4,0,0,0,2,18150.0,0,0,0.0
2,3,0,1,3,1,0,4,0,0,0,1,18150.0,0,1,2.0
2,3,0,1,1,2,0,4,0,0,0,3,18150.0,0,1,3.0
2,2,0,1,0,2,0,4,0,0,0,1,18600.0,0,0,1.0
2,0,0,1,0,2,1,4,0,0,0,1,12600.0,0,0,0.0
2,0,0,1,2,1,0,4,0,0,0,3,12600.0,0,1,2.0
2,0,0,1,4,1,0,4,0,0,1,1,12600.0,0,0,2.0
2,2,0,1,1,4,0,4,0,0,0,3,12600.0,0,0,1.0
2,2,0,1,0,3,1,4,0,0,0,1,12600.0,0,0,4.0
2,3,0,1,4,1,1,4,0,0,0,1,18600.0,0,0,2.0
2,2,0,1,3,1,0,4,0,0,0,1,12600.0,0,0,1.0
3,3,0,1,3,1,1,4,0,0,0,3,18600.0,0,0,4.0
2,2,0,1,0,1,0,4,0,0,0,1,12600.0,0,0,1.0
2,2,0,1,3,1,0,4,0,0,0,0,12600.0,0,0,2.0
2,2,0,1,0,4,0,4,0,0,0,1,19200.0,0,1,3.0
2,2,0,1,0,1,0,4,0,0,0,1,19200.0,0,0,2.0
2,2,0,1,2,3,0,4,0,0,0,1,19200.0,0,1,1.0
3,2,0,1,1,1,0,4,0,0,0,1,19200.0,0,0,1.0
2,0,0,4,1,4,0,2,0,0,0,1,3754819.2,5,0,6.0
3,0,2,1,1,1,1,2,0,0,0,1,3754819.2,5,0,4.0
2,0,2,2,3,4,0,2,0,0,0,0,3754819.2,5,0,13.0
2,0,0,4,2,1,1,2,0,0,0,1,827030.4,4,0,6.0
2,0,0,4,4,4,0,2,0,0,0,1,3754819.2,5,1,7.0
2,1,0,4,2,4,0,4,1,1,0,1,47250.0,2,1,6.0
2,1,0,1,3,4,1,4,1,0,0,1,47250.0,2,0,5.0
2,1,0,1,2,4,0,2,1,0,0,1,47250.0,2,0,4.0
2,1,0,1,2,1,1,2,1,0,0,1,47250.0,2,0,5.0
3,0,0,1,0,1,0,2,1,1,0,3,755494.4,4,0,4.0
2,0,0,1,2,1,1,2,1,0,0,1,755494.4,4,0,2.0
2,0,0,4,2,1,0,2,1,0,0,1,755494.4,4,0,8.0
2,0,2,4,1,1,1,3,1,0,0,1,5004278.5,5,0,6.0
2,0,2,1,2,4,0,3,1,0,0,2,5004278.5,5,0,3.0
2,0,2,1,1,1,0,2,1,0,0,1,3009825.0,5,0,3.0
2,0,2,1,1,1,0,2,1,0,0,2,3009825.0,5,0,5.0
3,0,0,4,1,1,0,3,1,1,0,2,4374000.0,5,0,7.0
3,0,0,1,1,4,0,3,1,1,0,1,4374000.0,5,1,3.0
2,0,2,1,3,1,0,3,1,0,0,1,4503600.0,5,1,1.0
3,0,0,1,3,1,1,4,1,0,0,1,17850.0,0,0,2.0
3,0,0,1,3,1,0,4,1,0,0,1,17850.0,0,0,3.0
2,0,0,1,0,1,0,4,1,1,0,2,17850.0,0,1,3.0
2,2,0,1,4,1,1,0,1,1,0,1,64450.4,3,0,1.0
2,2,0,1,1,1,0,4,1,0,0,1,29750.0,2,1,1.0
2,2,0,1,0,1,0,4,0,0,0,1,29750.0,2,1,1.0
2,2,0,1,0,4,0,4,0,0,0,2,29750.0,2,1,2.0
2,2,0,1,0,2,1,4,0,0,0,0,29750.0,2,0,3.0
2,3,0,1,1,1,1,4,0,0,1,1,17850.0,0,0,1.0
2,3,0,1,1,2,1,4,0,0,1,1,18150.0,0,0,1.0
2,3,1,1,0,1,0,4,0,0,0,1,18150.0,0,1,1.0
2,3,0,1,0,1,0,4,0,0,0,1,18150.0,0,0,3.0
3,2,0,1,0,1,0,4,0,0,0,1,18150.0,0,0,2.0
2,2,0,1,1,1,0,4,0,0,1,1,18150.0,0,0,1.0
2,2,0,1,0,4,1,4,0,0,0,0,18150.0,0,0,0.0
2,2,0,1,2,4,1,4,0,0,0,1,18150.0,0,0,1.0
2,2,1,1,3,2,0,4,0,0,0,3,18150.0,0,1,2.0
2,2,1,2,4,1,1,4,0,0,1,1,18150.0,0,0,11.0
3,0,2,2,2,1,0,2,0,0,0,1,778163.2000000001,4,0,12.0
2,0,2,1,0,1,0,4,0,0,0,1,64000.0,3,0,2.0
3,0,2,1,3,1,0,2,0,0,1,1,778163.2000000001,4,1,2.0
2,1,0,1,3,1,0,0,0,0,1,2,64450.4,3,0,0.0
3,1,2,4,0,1,0,0,0,0,1,1,186000.0,4,1,6.0
2,0,0,2,0,3,0,4,0,0,0,1,17850.0,0,0,13.0
2,0,0,4,0,1,0,4,0,0,0,2,17850.0,0,1,7.0
2,1,0,1,4,4,0,2,0,0,0,1,94500.0,3,0,3.0
3,1,0,4,1,2,0,2,0,0,0,2,94500.0,3,0,6.0
3,1,0,4,1,4,0,2,0,0,0,2,63000.0,3,0,7.0
3,1,0,1,1,1,0,2,0,0,0,2,63000.0,3,1,2.0
3,0,2,1,2,3,0,2,0,0,0,1,3009825.0,5,0,5.0
2,0,2,1,2,3,0,2,0,0,0,1,2910600.0,5,1,5.0
2,0,2,1,1,2,0,3,0,0,0,1,4374000.0,5,0,2.0
2,0,2,4,1,2,1,2,0,0,0,1,2835000.0,5,0,6.0
2,0,2,1,1,2,0,3,0,0,0,1,4374000.0,5,1,3.0
2,0,2,4,0,2,0,2,0,1,0,1,2835000.0,5,1,6.0
2,0,2,1,1,2,0,3,0,1,0,1,4503600.0,5,0,2.0
2,0,2,1,1,2,0,3,0,0,0,1,4503600.0,5,0,3.0
2,0,0,1,1,3,1,3,0,0,0,1,8574907.0,5,0,2.0
2,0,0,1,1,4,0,2,0,0,0,1,4116250.6,5,0,4.0
2,0,0,4,1,3,0,2,0,0,0,2,4116250.6,5,0,8.0
2,0,0,1,1,3,1,2,0,0,0,1,4116250.6,5,0,0.0
3,0,0,4,1,3,0,3,0,1,0,1,7346863.6,5,0,9.0
2,0,0,4,1,4,0,3,1,1,0,1,7346863.6,5,0,10.0
3,0,0,1,1,3,0,3,1,0,0,1,7346863.6,5,1,4.0
